Generation	Max Fitness	Min Fitness	Avg Fitness	maxHp	hpRegen	baseDmg	critRate	critDmg	hitRate	dodgeRate	blockRate	blockPower
33	2151	867	1456	49	20	152	20	3	183	252	56	17	
34	2150	993	1479	47	29	125	26	3	193	222	3	62	
35	2123	1035	1493	49	20	123	20	3	183	252	56	17	
36	2256	906	1508	209	12	236	20	3	141	254	37	17	
37	2223	1086	1512	205	125	225	127	50	227	252	14	17	
38	2331	1076	1522	49	20	123	20	3	141	208	1	6	
39	2293	1104	1528	110	111	251	20	50	239	224	1	6	
40	2165	220	1529	110	111	123	20	3	141	208	41	17	
41	2115	220	1533	19	29	123	20	3	141	208	41	17	
42	2139	290	1545	19	29	123	20	3	141	208	41	17	
43	2273	240	1563	194	48	123	20	1	242	248	0	4	
44	2293	996	1578	49	14	160	11	3	203	252	3	17	
45	2292	1055	1594	49	14	160	11	3	203	157	33	17	
46	2112	854	1597	113	48	159	16	3	126	227	4	11	
47	2224	866	1595	200	48	85	6	3	249	247	9	17	
48	2247	894	1612	50	0	206	20	9	90	227	4	6	
49	2202	855	1627	133	29	159	26	44	226	248	59	4	
50	2185	906	1632	143	31	123	182	46	111	237	3	58	
51	2243	1015	1640	65	12	210	9	3	159	252	3	17	
52	2246	1077	1657	49	9	108	8	8	183	222	3	2	
53	2336	1156	1664	50	0	125	9	3	226	248	59	17	
54	2214	1217	1679	19	31	123	9	3	141	205	3	45	
55	2293	1157	1683	74	36	201	20	69	249	214	0	25	
56	2311	926	1694	19	52	205	20	9	226	254	12	17	
57	2344	1193	1696	110	45	251	9	3	159	213	0	17	
58	2255	1047	1697	131	45	125	73	3	203	252	3	4	
59	2256	957	1703	50	64	123	73	3	148	205	1	17	
60	2296	927	1714	17	45	154	20	3	193	254	12	17	
61	2293	450	1723	16	64	225	20	3	190	237	8	17	
62	2342	450	1729	16	38	123	20	3	190	237	14	4	
63	2365	1116	1744	131	52	209	20	3	190	237	0	6	
64	2365	1147	1756	15	38	123	20	3	149	243	14	4	
65	2304	1167	1773	19	29	123	20	29	197	237	0	6	
66	2364	1126	1788	19	29	123	9	3	226	229	14	4	
67	2374	1175	1804	15	38	123	20	3	190	252	0	4	
68	2363	441	1823	19	9	123	20	3	159	237	3	4	
69	2354	1176	1841	47	4	200	25	3	159	252	3	2	
70	2432	1256	1854	19	0	147	20	3	197	247	0	17	
71	2447	1297	1866	128	31	147	20	3	197	247	0	17	
72	2356	1215	1878	19	17	134	20	9	203	252	3	6	
73	2402	1217	1877	19	9	194	20	3	159	237	3	4	
74	2451	1225	1881	19	9	147	20	3	197	254	64	4	
75	2394	1006	1886	131	52	147	20	3	203	252	14	2	
76	2344	946	1904	49	0	150	20	3	159	252	3	4	
77	2400	1045	1905	11	56	147	20	8	203	243	3	17	
78	2421	996	1927	16	17	147	20	3	226	254	0	4	
79	2434	735	1933	11	31	210	20	3	226	254	4	4	
80	2416	926	1929	49	0	150	16	4	203	253	8	4	
81	2485	1086	1944	11	31	210	11	9	149	243	0	4	
82	2436	826	1950	49	0	85	100	3	90	252	9	4	
83	2453	1175	1968	11	9	156	20	3	141	213	12	4	
84	2515	1087	1983	131	64	156	20	3	203	252	3	4	
85	2463	1263	1995	11	9	156	20	3	141	213	12	4	
86	2433	1036	2004	19	0	150	9	3	203	254	3	24	
87	2432	1287	2016	65	31	205	73	3	159	237	6	4	
88	2495	1084	2020	11	0	150	9	3	203	247	7	24	
89	2495	1284	2022	11	0	125	9	3	159	252	0	6	
90	2534	1197	2028	11	0	117	52	85	226	252	3	4	
91	2495	1305	2033	11	0	150	9	12	203	252	3	2	
92	2494	1265	2033	131	9	230	20	3	148	247	3	2	
93	2454	1356	2044	11	0	134	16	3	196	248	5	4	
94	2475	866	2047	11	0	134	16	3	196	248	12	4	
95	2473	867	2055	11	0	204	20	3	183	254	3	2	
96	2543	1326	2068	49	36	147	9	69	159	243	0	4	
97	2485	1306	2067	19	0	134	16	3	196	237	6	6	
98	2522	1396	2065	11	0	125	20	3	159	213	3	4	
99	2526	1396	2080	19	0	150	20	5	197	252	3	4	
100	2505	856	2078	11	0	205	20	3	166	252	3	2	
