Generation	Max Fitness	Min Fitness	Avg Fitness	maxHp	hpRegen	baseDmg	critRate	critDmg	hitRate	dodgeRate	blockRate	blockPower
55	2005	1235	1602	90	5	184	9	37	203	247	24	27	
56	2007	1215	1601	18	14	71	72	38	204	240	24	27	
57	2043	1172	1603	16	13	228	72	37	203	240	24	27	
58	2183	1125	1635	18	13	99	9	38	204	225	24	27	
59	2164	1141	1668	18	13	99	9	38	204	225	24	27	
60	2164	1144	1689	18	13	99	9	37	204	225	24	27	
61	2191	1005	1704	18	13	71	72	28	204	225	24	27	
62	2155	675	1686	18	13	99	9	37	204	225	24	27	
63	2174	785	1698	23	13	99	9	38	204	225	24	27	
64	2114	1094	1699	23	13	99	9	38	204	225	24	27	
65	2095	695	1703	94	5	250	73	38	204	225	24	27	
66	2064	352	1697	16	14	213	9	12	180	240	24	27	
67	2093	874	1691	16	13	71	66	38	204	247	24	27	
68	2025	1085	1676	18	13	99	9	37	180	247	24	27	
69	2150	1174	1681	18	5	99	72	35	204	247	24	27	
70	2151	1213	1690	23	134	99	72	38	204	247	24	27	
71	2063	1165	1689	94	14	71	72	28	204	240	24	27	
72	2094	1355	1702	83	13	252	9	37	154	240	46	27	
73	2115	1305	1706	16	13	99	9	37	203	247	46	27	
74	2165	1325	1716	16	13	99	72	38	193	247	24	27	
75	2161	1215	1725	90	13	225	72	38	193	247	24	27	
76	2077	1405	1736	16	0	252	199	42	203	247	46	27	
77	2091	1365	1736	18	5	99	72	38	204	247	24	27	
78	2151	1325	1745	18	134	71	72	38	204	247	24	27	
79	2105	1234	1770	23	7	71	72	37	204	241	24	27	
80	2184	1284	1774	94	21	225	72	37	204	246	24	20	
81	2130	1285	1755	83	13	213	72	75	204	247	24	27	
82	2135	1434	1769	90	15	99	9	37	203	225	24	27	
83	2155	1375	1763	83	13	99	72	37	204	252	24	27	
84	2113	1355	1778	18	15	99	72	37	204	247	24	27	
85	2133	1315	1793	18	15	99	72	37	204	241	24	27	
86	2160	1374	1824	16	15	213	7	33	204	252	24	27	
87	2161	1325	1825	18	13	99	72	33	204	252	24	27	
88	2161	1375	1823	18	13	71	72	47	204	252	24	27	
89	2160	1375	1846	18	13	99	72	75	204	247	24	27	
90	2175	1414	1841	94	5	99	9	28	203	241	24	27	
91	2151	1445	1865	16	15	233	72	38	154	241	24	19	
92	2133	1394	1847	13	15	99	77	38	180	241	24	20	
93	2180	1505	1865	13	15	99	9	28	204	247	24	20	
94	2164	1555	1875	13	15	99	9	28	193	237	24	20	
95	2151	1535	1885	16	21	71	66	37	204	247	24	27	
96	2151	1375	1876	16	15	99	77	37	193	247	24	27	
97	2180	1555	1894	13	13	99	72	37	193	247	24	27	
98	2184	1305	1896	13	7	233	77	37	193	247	24	27	
99	2154	1265	1888	18	15	99	77	27	180	247	24	20	
100	2165	1265	1883	18	13	99	77	27	180	247	24	20	
