Generation	Max Fitness	Min Fitness	Avg Fitness	maxHp	hpRegen	baseDmg	critRate	critDmg	hitRate	dodgeRate	blockRate	blockPower
0	1535	634	926	78	78	250	43	25	87	254	107	25	
1	1464	555	939	138	169	151	249	222	166	143	175	33	
2	1394	645	979	121	123	38	148	190	248	190	225	59	
3	1225	724	978	229	26	145	74	130	167	136	29	50	
4	1254	715	1000	229	169	210	74	130	167	136	29	50	
5	1245	675	988	229	169	210	74	209	80	100	149	46	
6	1375	655	1025	192	105	163	244	108	240	153	30	47	
7	1355	724	1017	192	105	163	157	57	240	153	30	47	
8	1345	683	1020	138	163	230	128	76	92	107	216	47	
9	1445	724	1055	121	123	74	70	83	255	153	30	47	
10	1335	815	1101	121	105	153	68	76	166	153	134	47	
11	1415	805	1128	138	163	230	70	57	240	153	30	47	
12	1413	955	1142	138	217	210	244	231	240	107	216	47	
13	1385	905	1152	121	163	163	157	57	240	153	30	47	
14	1393	985	1184	237	123	163	157	57	240	107	216	47	
15	1325	944	1167	237	163	230	68	76	166	160	30	47	
16	1425	985	1183	121	123	163	157	76	166	153	30	47	
17	1375	985	1166	121	105	153	68	76	166	153	30	47	
18	1345	945	1176	138	105	153	68	76	163	153	30	74	
19	1355	925	1180	121	217	153	70	57	240	153	126	47	
20	1374	925	1189	138	123	230	68	76	240	153	126	47	
21	1405	1015	1193	121	217	230	68	83	255	38	30	14	
22	1355	1015	1205	138	105	183	181	76	166	160	30	47	
23	1445	965	1223	138	123	230	68	76	255	153	30	14	
24	1404	1035	1246	125	105	210	68	76	255	153	134	47	
25	1465	1015	1223	121	217	149	68	76	255	153	30	14	
26	1395	1035	1213	121	105	230	68	76	255	153	30	14	
27	1495	1055	1258	121	105	153	68	76	255	38	30	14	
28	1375	1044	1217	235	105	210	68	108	255	153	30	47	
29	1424	1015	1243	121	217	210	68	76	255	38	30	14	
30	1445	1094	1243	121	217	183	68	76	255	153	30	14	
31	1435	1124	1276	121	217	153	68	76	255	153	30	47	
32	1435	1095	1258	121	217	153	68	76	255	153	30	14	
33	1434	1055	1254	121	109	210	68	76	255	153	30	14	
34	1495	1124	1279	121	109	230	68	76	255	153	30	14	
35	1494	1105	1256	235	217	230	68	76	255	153	30	14	
36	1375	1145	1256	235	217	230	68	76	255	153	30	47	
37	1504	1134	1252	235	123	210	68	231	255	38	30	14	
38	1353	1134	1235	121	109	210	68	231	240	153	30	47	
39	1424	1125	1241	235	123	190	68	76	166	38	30	14	
40	1405	1055	1256	121	214	186	68	76	240	38	30	47	
41	1495	1095	1288	121	217	190	68	76	240	153	30	14	
42	1444	1064	1241	235	123	210	68	76	240	153	30	14	
43	1454	1085	1288	121	109	230	68	76	240	153	30	47	
44	1445	1105	1261	121	109	230	59	76	240	153	30	14	
