Generation	Max Fitness	Min Fitness	Avg Fitness	maxHp	hpRegen	baseDmg	critRate	critDmg	hitRate	dodgeRate	blockRate	blockPower
79	2115	1234	1819	78	6	86	12	9	224	229	4	18	
80	2125	1225	1797	78	6	86	12	9	224	229	4	18	
81	2115	1245	1832	120	6	86	23	18	224	212	4	18	
82	2094	1355	1853	78	6	86	9	9	224	229	4	18	
83	2091	1395	1869	95	15	160	12	18	224	229	4	2	
84	2095	1315	1876	78	15	105	23	18	224	229	4	18	
85	2103	1434	1887	78	15	86	23	29	224	212	12	18	
86	2111	1415	1878	190	26	86	23	18	224	229	4	2	
87	2065	1455	1884	95	26	86	23	18	224	229	4	2	
88	2074	1325	1876	71	15	150	12	18	122	229	4	18	
89	2132	1355	1879	78	6	86	23	18	224	212	4	6	
90	2125	1405	1882	120	6	160	23	18	126	212	4	18	
91	2144	1355	1875	78	6	143	23	18	107	229	12	8	
92	2164	1175	1881	78	6	86	20	0	224	229	4	18	
93	2164	1283	1876	95	26	86	23	0	224	229	4	18	
94	2205	1344	1906	78	6	86	20	0	224	229	4	0	
95	2145	1235	1891	95	6	160	8	4	126	212	4	18	
96	2174	1235	1852	78	6	160	8	4	126	212	4	18	
97	2164	1264	1894	78	6	143	12	0	126	212	4	6	
98	2205	1264	1893	78	26	105	12	0	126	212	4	6	
99	2136	1235	1899	95	6	160	12	0	107	212	4	6	
100	2153	1375	1903	78	26	144	23	18	107	212	4	6	
