Generation	Max Fitness	Min Fitness	Avg Fitness	maxHp	hpRegen	baseDmg	critRate	critDmg	hitRate	dodgeRate	blockRate	blockPower
0	1265	180	834	219	232	144	59	92	192	244	93	70	
1	1313	264	870	65	28	226	245	49	232	231	120	114	
2	1395	493	904	152	76	222	29	68	174	254	109	141	
3	1375	500	909	152	76	222	11	68	174	254	109	141	
4	1214	474	885	47	180	99	29	27	234	221	28	243	
5	1285	475	913	93	180	68	245	49	232	231	22	0	
6	1354	442	936	96	32	226	145	196	190	1	4	132	
7	1485	442	1015	82	32	91	193	49	232	254	114	8	
8	1485	694	1029	195	70	190	123	49	232	254	114	8	
9	1465	705	1086	82	49	62	216	159	174	248	49	67	
10	1805	685	1131	37	54	197	245	49	232	254	114	8	
11	1534	625	1163	93	49	83	29	68	174	38	187	67	
12	1595	745	1158	195	70	190	29	68	114	248	9	11	
13	1716	565	1156	217	162	222	130	206	114	254	13	0	
14	1554	683	1180	164	78	226	29	68	174	248	49	67	
15	1755	685	1201	185	70	226	216	68	174	254	49	8	
16	1525	685	1197	195	32	222	216	90	225	1	4	11	
17	1563	695	1214	37	162	62	24	68	174	248	10	252	
18	1643	755	1249	195	32	197	245	49	232	254	49	8	
19	1675	854	1276	195	32	62	24	68	114	202	22	17	
20	1665	713	1305	37	32	62	24	68	114	202	22	17	
21	1652	905	1319	96	169	62	24	49	174	254	115	11	
22	1826	944	1339	37	160	235	29	250	174	200	49	4	
23	1855	765	1362	37	49	83	132	49	174	254	49	4	
24	1891	964	1356	37	32	108	132	68	174	254	49	8	
25	2002	875	1365	96	70	190	216	90	232	254	49	8	
26	1844	1034	1364	37	49	62	193	49	174	254	49	4	
27	1864	984	1387	37	49	197	132	250	174	254	49	0	
28	1775	985	1369	37	54	222	29	49	174	200	49	11	
29	1734	875	1355	37	49	190	245	49	232	254	49	0	
30	1864	925	1379	37	49	190	245	41	174	251	49	1	
31	1794	955	1392	37	49	121	132	49	174	254	49	0	
32	1805	1135	1410	37	160	83	132	49	174	254	49	0	
33	1975	1085	1436	37	49	121	29	49	174	202	49	8	
34	1854	1115	1457	94	160	108	39	49	174	254	49	4	
35	1915	1125	1479	182	70	198	29	49	174	202	22	8	
36	1915	985	1493	37	32	198	29	49	114	254	22	0	
37	1982	995	1528	37	238	83	29	49	114	254	22	0	
38	1892	1214	1541	37	160	83	216	74	174	254	22	8	
39	1914	1165	1564	37	49	83	39	49	174	254	49	8	
40	1894	1195	1589	37	32	198	29	49	232	254	49	4	
41	1985	1215	1582	37	32	121	29	74	114	254	49	8	
42	1985	1215	1619	37	32	83	39	49	232	254	49	0	
43	2035	1254	1654	37	32	83	39	49	174	254	49	8	
44	2025	1125	1676	37	32	198	29	49	166	254	22	8	
45	2024	1035	1652	37	49	121	29	49	174	254	22	0	
46	2064	1075	1651	37	49	121	29	49	174	254	22	0	
47	2066	1305	1645	37	49	121	29	49	174	254	22	0	
48	2063	1194	1635	37	49	121	29	49	174	254	22	0	
49	2064	1223	1641	37	49	83	29	49	174	254	22	0	
50	2065	1325	1696	33	49	121	39	49	174	254	49	8	
51	2055	1375	1704	37	32	121	29	49	166	254	49	4	
52	2064	1235	1682	37	32	121	132	49	166	254	49	4	
53	2034	1085	1709	37	41	121	29	49	114	254	49	2	
54	2035	1325	1730	33	49	121	39	49	174	254	49	8	
55	2046	1355	1731	37	32	197	29	49	174	254	49	8	
56	2045	1285	1731	37	32	121	29	49	174	254	49	0	
57	2084	1315	1718	37	32	197	245	41	174	254	22	0	
58	2075	1325	1718	37	49	121	29	49	174	254	22	0	
