Generation	Max Fitness	Min Fitness	Avg Fitness	maxHp	hpRegen	baseDmg	critRate	critDmg	hitRate	dodgeRate	blockRate	blockPower
0	1682	210	1026	128	38	252	218	109	192	116	1	54	
1	1765	536	1073	77	227	216	101	90	27	135	173	54	
2	1625	572	1152	201	57	243	131	136	198	214	9	204	
3	1685	565	1169	194	187	250	3	168	220	210	45	113	
4	1625	602	1209	226	191	78	251	133	122	129	45	113	
5	1885	560	1202	53	93	193	50	12	255	129	53	17	
6	1854	745	1242	116	140	98	12	146	81	46	53	17	
7	1705	784	1255	134	188	170	30	16	129	131	19	49	
8	1915	705	1289	133	158	133	100	168	157	2	62	62	
9	1693	845	1315	201	57	170	30	16	198	187	53	79	
10	1724	984	1365	201	57	170	50	16	198	187	53	79	
11	1893	1074	1394	71	93	152	15	12	198	133	18	17	
12	1915	1025	1432	195	184	152	241	253	202	133	18	17	
13	1945	1045	1435	41	172	193	50	4	131	133	18	17	
14	1975	1035	1493	77	38	193	21	12	198	34	142	17	
15	2165	1085	1516	70	38	252	100	168	131	6	18	17	
16	2594	1115	1554	195	184	152	50	56	192	19	19	17	
17	2252	1085	1610	195	57	124	15	12	198	19	19	17	
18	2303	1155	1656	201	97	152	15	16	198	133	100	17	
19	2494	1085	1698	70	38	252	21	4	220	6	18	17	
20	2464	1125	1732	70	38	250	241	16	198	6	18	17	
21	2324	1195	1731	115	93	152	15	12	255	6	142	49	
22	2173	1244	1690	201	57	152	50	4	220	6	18	62	
23	2165	1225	1723	201	164	252	45	12	255	6	50	49	
24	2304	1215	1752	70	38	152	100	111	220	6	18	62	
25	2405	1254	1799	134	38	250	241	4	131	6	18	42	
26	2473	1225	1848	77	38	179	7	4	220	6	18	49	
27	2474	1224	1900	77	38	179	7	4	220	6	18	49	
28	2645	1165	1952	143	164	250	239	12	220	6	18	17	
29	2754	1455	1980	51	38	250	7	4	198	6	6	17	
30	2495	1535	2007	115	38	184	241	5	198	34	72	42	
31	2585	1445	1995	201	164	201	51	133	255	6	6	17	
32	2575	1455	1934	77	38	152	100	4	255	6	50	23	
33	2575	1425	1955	51	38	179	7	4	198	6	6	17	
34	2624	1385	1984	77	38	250	7	4	132	6	6	17	
35	2574	230	1906	143	164	250	7	4	198	6	6	17	
36	2595	1455	1960	77	38	245	7	4	198	20	6	17	
37	2534	1545	1952	70	38	250	7	4	198	20	6	17	
38	2625	1485	1973	143	164	250	7	4	255	6	18	13	
39	2723	1435	2041	115	38	184	7	4	198	6	6	17	
40	2822	1525	2074	77	148	157	1	12	255	6	6	17	
41	2625	1485	2036	115	38	184	7	4	255	6	6	17	
42	2705	1615	2069	77	38	152	7	4	255	6	6	17	
43	2594	1525	2062	77	38	164	100	133	198	6	18	15	
44	2725	1544	2093	123	38	250	7	0	220	6	6	17	
45	2695	1595	2128	123	148	250	7	0	220	6	6	17	
46	2654	1525	2145	123	38	241	7	4	220	6	6	17	
47	2645	1615	2129	123	38	250	1	0	220	6	6	17	
48	2574	1505	2090	74	38	184	105	4	198	6	6	17	
49	2682	1525	2135	70	93	243	100	13	220	6	6	17	
50	2723	1595	2159	115	38	250	1	0	220	6	6	17	
51	2685	1594	2212	123	38	152	7	12	220	6	18	17	
52	2684	1584	2223	192	38	250	1	0	220	6	6	17	
53	2655	1685	2247	134	148	250	12	4	220	6	6	15	
54	2624	1634	2220	134	38	152	7	254	198	33	6	17	
55	2624	1635	2218	77	38	250	7	13	198	6	6	15	
56	2593	1695	2252	115	38	250	7	13	198	6	6	15	
57	2673	1444	2264	77	38	3	1	13	220	6	6	17	
58	2761	1723	2295	77	30	152	7	0	220	6	6	17	
59	2645	1754	2283	77	38	250	7	0	198	6	6	15	
60	2704	360	2257	115	93	250	105	111	217	15	6	17	
61	2704	340	2204	70	38	250	7	4	220	6	6	17	
62	2693	280	2266	77	38	250	1	13	220	11	18	17	
63	2725	1445	2297	141	38	152	1	13	220	11	6	17	
64	2644	1485	2298	115	38	146	7	0	198	11	3	17	
65	2755	1754	2299	115	38	201	1	0	220	6	18	15	
66	2704	1555	2299	115	38	152	7	0	219	11	3	17	
67	2675	1615	2299	70	38	152	7	0	219	11	3	17	
68	2775	1595	2319	61	38	201	51	4	220	6	6	17	
69	2714	1575	2333	123	38	191	7	13	220	10	6	17	
70	2713	1614	2345	115	38	248	7	0	198	11	6	17	
71	2664	1545	2322	115	38	250	7	13	219	6	6	17	
72	2683	1755	2325	120	38	152	7	4	220	11	1	15	
73	2745	1884	2387	115	38	250	2	0	198	10	6	17	
74	2665	1635	2388	115	38	250	22	0	220	11	14	17	
75	2705	1945	2399	115	38	250	22	0	220	11	18	17	
76	2772	2045	2412	123	38	191	7	0	219	6	1	17	
77	2700	1994	2391	192	38	250	7	0	219	11	6	17	
78	2794	2085	2387	115	37	250	7	13	220	6	6	17	
79	2694	1865	2388	123	38	254	7	0	219	6	6	17	
80	2704	2085	2403	115	38	250	7	0	220	11	14	17	
81	2712	1975	2385	70	38	152	7	4	198	6	6	17	
82	2724	2005	2390	123	38	191	7	4	219	6	6	17	
83	2663	1994	2369	70	38	253	7	4	198	6	6	21	
84	2722	1735	2371	115	38	250	7	13	198	11	10	17	
85	2835	2065	2377	70	38	250	7	0	220	10	6	17	
86	2705	1975	2393	70	38	152	7	0	219	6	27	17	
87	2775	290	2347	115	38	191	7	13	219	11	13	17	
88	2635	290	2363	123	37	241	100	4	198	6	6	17	
89	2695	153	2350	70	38	253	7	4	219	11	6	17	
90	2774	1835	2419	70	38	191	7	4	219	11	6	17	
91	2714	202	2360	123	38	250	10	4	198	15	6	17	
92	2725	1554	2390	123	38	191	7	0	219	6	6	7	
93	2685	1514	2385	70	38	232	100	255	198	10	18	7	
94	2645	1665	2361	115	38	253	7	4	219	6	253	17	
95	2765	1665	2367	70	38	250	7	4	219	6	14	17	
96	2633	1695	2376	70	38	232	7	4	198	15	6	17	
97	2753	1715	2389	123	38	241	7	0	198	11	13	21	
98	2705	1655	2402	70	38	253	7	4	219	11	10	26	
99	2691	1695	2424	201	38	246	7	4	198	3	6	17	
100	2675	1763	2375	70	38	250	7	26	198	11	10	17	
