Generation	Max Fitness	Min Fitness	Avg Fitness	maxHp	hpRegen	baseDmg	critRate	critDmg	hitRate	dodgeRate	blockRate	blockPower
50	1644	1015	1316	68	102	81	81	5	111	182	55	23	
51	1674	995	1325	38	112	81	120	141	203	182	65	13	
52	1703	985	1347	68	213	81	81	5	111	182	55	23	
53	1685	1015	1363	68	112	81	81	5	111	182	55	33	
54	1745	994	1355	68	25	121	81	5	111	182	55	23	
55	1805	1095	1388	71	35	81	81	5	203	212	22	23	
56	1855	1075	1402	71	35	121	81	5	111	202	55	23	
57	1734	1127	1383	71	35	81	81	5	111	182	55	13	
58	1664	1135	1375	68	35	205	91	141	121	202	55	23	
59	1625	1035	1386	68	213	81	81	122	111	182	22	23	
60	1682	1145	1388	124	25	81	81	251	111	202	2	23	
61	1714	1104	1412	68	25	121	81	5	111	182	22	33	
62	1715	1105	1421	68	35	205	81	5	111	202	12	23	
63	1862	1084	1422	68	25	81	81	5	111	182	22	23	
64	1804	1045	1436	124	25	81	81	5	121	202	55	13	
65	1883	1105	1449	68	25	81	81	15	111	192	12	23	
66	1844	1115	1440	68	25	81	81	5	111	192	12	23	
67	1845	1125	1459	68	25	205	81	5	111	192	12	23	
68	1846	1175	1458	68	35	81	81	141	121	182	12	13	
69	1865	1124	1488	68	102	81	81	15	111	182	22	23	
70	1864	1225	1508	71	25	81	81	5	111	182	12	23	
71	1808	1215	1475	124	102	81	81	5	111	192	12	23	
72	1865	1185	1522	68	25	81	81	5	101	192	2	23	
73	1805	1255	1521	68	25	205	71	5	111	202	12	33	
74	1795	1215	1527	78	25	71	81	15	111	182	22	23	
75	1844	1215	1527	68	25	81	81	5	121	202	22	23	
76	1804	1325	1509	68	102	195	71	5	121	212	22	23	
77	1798	1355	1519	124	102	81	81	5	121	212	22	23	
78	1715	1345	1515	68	25	81	81	25	203	182	55	13	
79	1755	1305	1511	134	102	81	81	5	111	202	12	33	
80	1714	1325	1517	78	25	195	81	15	121	212	22	23	
81	1735	1354	1526	78	25	81	81	15	121	212	22	23	
82	1804	1355	1555	68	102	81	71	5	111	222	12	13	
83	1805	1374	1550	78	25	81	81	5	111	182	22	23	
84	1820	1345	1552	78	102	195	81	15	111	182	22	23	
85	1827	1395	1573	78	35	81	81	5	121	202	12	13	
86	1853	1414	1593	78	25	81	61	5	121	212	12	13	
87	1885	1234	1587	78	25	81	81	5	121	212	12	13	
88	1885	1155	1610	68	35	91	81	5	111	202	55	13	
89	1863	1225	1598	68	25	185	81	15	111	202	2	13	
90	1865	1125	1591	78	102	195	81	5	111	202	2	13	
91	1845	1185	1613	68	35	81	71	5	111	182	2	33	
92	1867	1145	1611	68	25	205	81	5	111	182	2	33	
93	1865	1245	1613	68	35	81	81	5	111	202	2	13	
94	1825	1235	1611	68	25	205	81	5	111	202	2	13	
95	1882	1435	1616	78	25	195	81	5	111	182	12	13	
96	1865	1245	1602	78	25	185	81	5	111	182	12	13	
97	1842	1305	1593	88	102	91	81	5	111	182	12	13	
98	1825	1404	1607	68	25	91	91	15	111	192	12	13	
99	1865	1345	1608	68	25	91	91	15	111	192	32	13	
100	1913	1165	1614	68	35	81	81	5	111	182	12	3	
