Generation	Max Fitness	Min Fitness	Avg Fitness	maxHp	hpRegen	baseDmg	critRate	critDmg	hitRate	dodgeRate	blockRate	blockPower
0	1355	181	906	155	18	84	219	18	224	192	12	49	
1	1465	264	989	37	36	174	49	32	184	170	84	30	
2	1404	444	1053	242	222	208	219	18	224	192	12	22	
3	1413	543	1067	111	222	208	219	18	224	192	12	22	
4	1405	602	1074	225	25	252	57	47	184	95	123	92	
5	1355	525	1066	225	25	223	57	47	184	210	61	93	
6	1444	675	1073	225	25	223	57	47	86	192	61	93	
7	1525	692	1090	238	3	205	72	128	66	18	12	49	
8	1412	630	1069	242	180	220	43	62	215	252	129	90	
9	1534	625	1078	146	32	137	8	132	255	219	23	49	
10	1555	654	1110	155	136	161	191	149	59	216	23	49	
11	1534	634	1131	61	136	220	147	56	255	219	23	49	
12	1445	665	1137	155	32	137	8	152	5	28	136	49	
13	1465	695	1161	71	180	192	191	163	227	192	12	22	
14	1615	725	1210	117	136	161	80	18	227	192	12	22	
15	1525	755	1222	122	136	161	80	18	221	204	12	22	
16	1645	905	1238	235	72	99	53	5	198	204	23	49	
17	1485	1025	1229	67	72	184	8	120	198	192	12	49	
18	1495	905	1219	155	32	192	182	5	221	204	23	49	
19	1505	895	1238	110	196	205	53	5	214	204	12	22	
20	1505	835	1241	79	136	205	80	5	221	219	43	84	
21	1575	765	1243	155	32	211	48	18	221	195	43	22	
22	1615	754	1294	67	72	192	80	18	221	216	43	22	
23	1665	805	1302	146	162	211	48	5	249	197	43	22	
24	1735	945	1339	242	72	192	53	5	198	216	23	49	
25	1614	994	1339	100	162	192	48	5	221	219	23	1	
26	1575	875	1347	110	95	243	80	5	198	216	145	49	
27	1614	530	1359	110	206	198	53	5	255	216	43	22	
28	1625	874	1349	110	206	243	182	149	221	216	23	49	
29	1614	540	1345	110	136	192	48	18	221	219	23	1	
30	1664	1074	1369	110	72	192	80	5	221	219	25	1	
31	1714	1115	1371	242	162	192	80	5	221	216	43	22	
32	1645	1145	1384	100	95	137	53	5	221	219	23	22	
33	1685	1175	1374	100	95	137	53	5	221	219	23	22	
34	1625	1155	1392	100	136	207	58	18	221	219	23	22	
35	1635	1124	1383	100	196	137	182	5	221	240	43	22	
36	1645	1013	1395	124	149	137	53	5	221	219	23	1	
37	1624	965	1410	100	149	137	53	5	221	219	43	22	
38	1625	984	1411	100	95	198	200	5	221	219	39	22	
39	1645	631	1405	100	95	207	166	5	221	219	39	22	
40	1615	544	1369	124	136	205	80	17	255	219	23	22	
41	1644	580	1367	100	95	137	72	5	255	216	43	20	
42	1625	584	1377	110	162	207	53	5	227	216	23	22	
43	1595	580	1403	214	136	192	53	149	255	216	39	1	
44	1683	635	1408	124	136	207	53	5	221	219	23	22	
45	1685	894	1422	110	86	243	53	5	221	219	43	22	
46	1595	1025	1428	110	86	243	53	117	221	219	39	22	
47	1704	945	1441	100	136	243	200	18	221	216	23	22	
48	1645	1285	1476	122	95	137	80	5	227	219	23	22	
49	1625	1325	1467	124	206	219	53	5	221	219	23	22	
50	1775	1285	1472	100	136	242	72	117	221	219	43	22	
51	1645	1215	1473	212	95	205	147	5	221	219	23	22	
52	1675	1295	1469	242	162	207	80	18	221	219	25	20	
53	1665	595	1478	110	146	243	53	5	221	219	43	22	
54	1665	580	1473	110	95	150	80	5	243	240	39	22	
55	1685	1305	1499	110	136	205	80	19	221	219	23	1	
56	1685	1255	1477	110	95	185	53	5	243	240	25	1	
57	1675	1325	1481	110	86	187	80	5	221	219	23	1	
58	1715	1285	1482	110	86	187	80	5	221	219	43	1	
59	1645	1305	1495	124	95	150	80	18	227	240	43	22	
60	1684	1305	1498	100	95	243	80	5	243	216	23	22	
61	1644	1215	1499	110	86	187	80	5	221	219	43	1	
62	1715	962	1489	110	86	179	53	5	221	240	43	1	
63	1734	1255	1524	110	86	150	80	5	221	219	23	1	
64	1765	1225	1525	110	86	179	53	5	221	240	43	1	
