Generation	Max Fitness	Min Fitness	Avg Fitness	maxHp	hpRegen	baseDmg	critRate	critDmg	hitRate	dodgeRate	blockRate	blockPower
0	1394	180	905	155	18	84	219	18	224	192	12	49	
1	1394	454	985	45	102	89	81	68	126	224	18	76	
2	1354	563	1001	146	189	15	81	68	126	224	18	76	
3	1415	587	1011	208	71	176	250	95	158	234	25	21	
4	1345	605	1023	208	71	176	250	95	158	234	25	21	
5	1357	684	1035	109	72	176	250	18	227	212	55	23	
6	1413	651	1027	109	72	193	19	68	66	233	61	21	
7	1434	635	1074	179	140	211	64	56	224	180	228	45	
8	1363	814	1132	30	140	211	64	56	50	213	43	22	
9	1465	815	1145	67	126	231	18	146	66	233	61	64	
10	1524	765	1155	155	18	198	25	56	224	233	61	64	
11	1625	782	1169	155	18	204	25	18	224	233	67	21	
12	1665	774	1186	155	18	240	25	18	224	233	67	21	
13	1595	785	1190	155	18	240	25	18	67	233	67	21	
14	1625	814	1194	103	102	231	0	17	224	210	61	19	
15	1585	705	1188	154	18	211	64	61	224	233	67	21	
16	1625	633	1239	161	19	224	214	126	199	210	12	30	
17	1663	542	1290	146	18	252	81	68	246	90	154	43	
18	1625	875	1314	100	18	232	23	105	224	0	61	33	
19	1675	875	1302	107	18	231	0	61	224	213	51	21	
20	1705	894	1300	103	18	211	64	61	41	90	61	33	
21	1685	955	1287	103	18	120	25	18	224	213	55	36	
22	1695	855	1291	98	219	120	89	68	224	213	55	36	
23	1715	905	1298	67	18	211	64	17	224	213	28	45	
24	1625	925	1315	146	72	252	25	18	224	213	28	45	
25	1575	985	1309	107	20	246	89	17	224	213	61	47	
26	1625	935	1316	100	62	120	25	56	224	233	55	21	
27	1575	925	1309	117	102	208	89	56	224	210	61	33	
28	1605	1125	1311	161	221	254	0	56	224	213	51	43	
29	1595	955	1319	107	68	163	58	17	224	192	51	21	
30	1614	1035	1310	109	62	181	64	17	202	192	51	27	
31	1575	1054	1326	161	62	231	130	17	224	210	55	21	
32	1595	994	1312	109	62	181	64	56	50	234	55	27	
33	1574	991	1294	109	18	163	70	56	224	173	51	21	
34	1574	984	1298	107	68	208	81	56	246	210	51	21	
35	1645	1075	1346	146	18	252	89	126	246	192	56	21	
36	1535	1105	1334	67	62	246	130	61	50	192	51	43	
37	1665	1015	1361	107	68	211	0	17	224	211	55	21	
38	1595	1124	1369	107	62	147	0	17	202	213	56	33	
39	1675	1124	1384	99	62	222	130	61	61	213	56	33	
40	1665	1155	1391	99	62	181	81	17	202	211	46	21	
41	1665	1145	1411	107	62	120	0	17	202	211	46	21	
42	1735	1135	1408	145	62	120	0	17	202	211	46	21	
43	1665	981	1419	99	70	222	0	56	224	234	56	21	
44	1674	964	1426	145	68	188	89	17	202	211	46	21	
45	1715	1145	1452	145	62	120	0	17	202	210	51	23	
46	1685	1185	1470	145	62	120	0	17	202	210	51	25	
47	1665	1255	1454	145	62	208	0	17	246	210	51	21	
48	1665	966	1443	107	112	108	0	17	246	210	55	23	
49	1615	894	1425	161	68	252	0	17	222	210	51	25	
50	1665	804	1433	161	68	252	0	17	246	231	51	25	
51	1664	895	1419	61	62	246	81	61	246	210	51	23	
52	1765	864	1433	61	219	252	0	17	202	210	51	25	
53	1615	894	1420	145	62	108	0	17	222	210	51	21	
54	1614	1012	1427	145	74	244	81	61	222	210	56	21	
55	1704	997	1433	145	68	252	0	61	202	211	56	23	
56	1625	1194	1450	145	92	211	0	51	202	211	56	25	
57	1623	812	1423	145	70	108	130	56	246	189	56	25	
58	1725	1175	1451	109	68	199	0	51	200	210	51	25	
59	1665	1215	1452	109	62	199	0	16	202	210	56	25	
60	1625	1155	1443	145	68	252	0	46	202	211	56	25	
61	1714	1255	1443	109	56	199	0	17	202	210	56	25	
62	1715	812	1424	61	70	199	81	51	246	211	66	25	
63	1615	1165	1453	145	62	252	81	51	182	211	56	23	
64	1665	1235	1454	159	62	199	89	16	202	211	51	25	
65	1594	1255	1458	145	62	199	0	17	246	211	56	25	
66	1635	1255	1471	159	68	208	0	51	222	210	51	27	
67	1645	923	1448	145	62	108	0	18	182	211	56	23	
68	1644	1205	1463	145	62	199	0	51	182	211	56	23	
69	1645	925	1453	145	62	218	0	61	202	210	55	25	
70	1625	900	1458	145	68	252	0	56	244	210	56	21	
71	1665	900	1489	106	62	199	0	51	200	231	42	25	
72	1665	1265	1486	106	62	199	0	51	202	231	42	25	
73	1625	1012	1486	106	62	218	0	17	202	231	42	25	
74	1665	1305	1494	145	102	228	0	17	202	232	51	23	
75	1645	1295	1487	145	62	239	0	17	244	211	61	27	
76	1645	1315	1500	107	102	228	0	61	202	210	46	25	
77	1645	1395	1512	107	92	199	0	51	182	192	51	19	
78	1675	1345	1502	107	68	199	0	55	202	211	56	19	
79	1705	1375	1511	107	92	199	0	17	202	211	51	23	
80	1715	1394	1513	97	62	199	0	17	202	211	51	25	
81	1665	1375	1509	107	62	199	0	46	202	211	51	19	
82	1675	924	1494	131	68	227	0	51	182	173	51	25	
83	1644	944	1485	159	92	218	0	51	182	254	51	25	
84	1652	1305	1503	145	92	239	0	51	182	254	51	25	
85	1615	1285	1480	145	112	252	0	51	182	254	51	23	
86	1655	902	1500	131	68	227	0	51	202	173	51	23	
87	1625	1355	1500	145	92	197	0	46	182	192	51	19	
88	1615	1373	1494	131	62	107	0	51	202	173	51	27	
89	1704	1365	1511	131	62	218	0	56	202	211	51	18	
90	1645	1355	1503	145	68	227	0	55	244	232	51	25	
91	1615	1325	1500	145	92	208	0	61	182	232	46	20	
92	1675	1344	1510	131	112	208	0	38	220	211	46	20	
93	1645	1365	1524	131	68	227	0	51	202	211	51	17	
94	1625	1344	1508	145	62	208	0	51	202	232	51	27	
95	1655	1355	1511	145	92	218	0	56	222	210	51	19	
96	1705	1405	1515	145	92	208	0	56	202	255	51	23	
97	1645	1405	1514	131	83	218	0	42	202	210	51	17	
98	1664	1405	1516	145	101	227	0	55	182	211	51	25	
99	1624	1355	1517	131	62	218	0	61	220	210	51	25	
100	1625	1355	1514	145	56	161	0	56	180	230	51	23	
