Generation	Max Fitness	Min Fitness	Avg Fitness	maxHp	hpRegen	baseDmg	critRate	critDmg	hitRate	dodgeRate	blockRate	blockPower
63	1822	1345	1549	77	19	136	8	66	117	210	77	30	
64	1805	1285	1553	77	19	251	68	66	117	213	7	30	
65	1885	1315	1562	77	19	136	8	66	117	204	7	30	
66	1863	1315	1555	190	19	136	128	66	193	204	7	30	
67	1855	1305	1556	77	19	139	68	112	193	213	7	30	
68	1844	1324	1576	85	19	126	60	66	117	219	7	30	
69	1884	1354	1582	85	19	139	8	66	117	219	7	30	
70	1861	1395	1565	77	19	139	8	66	117	219	7	30	
71	1715	1375	1567	85	19	136	68	66	193	210	7	30	
72	1795	1395	1581	77	18	140	68	66	193	219	7	30	
73	1803	1375	1560	77	19	136	68	76	117	219	7	30	
74	1775	1355	1569	77	19	136	68	76	193	204	7	30	
75	1793	1265	1567	77	19	136	60	66	193	219	7	30	
76	1793	1375	1579	77	19	136	60	76	117	219	7	30	
77	1823	1355	1576	77	19	136	60	76	115	219	7	30	
78	1795	202	1537	79	19	136	60	85	193	219	8	27	
79	1804	200	1536	77	19	136	68	76	117	219	7	19	
80	1794	201	1523	77	19	136	68	76	117	219	7	19	
81	1804	220	1561	79	19	251	68	76	117	219	7	19	
82	1804	1353	1566	77	19	136	68	66	115	213	7	19	
83	1773	1255	1562	77	19	136	68	66	115	213	7	30	
84	1735	1215	1565	77	19	206	60	108	115	213	7	19	
85	1774	1225	1563	79	19	136	60	66	115	219	7	30	
86	1826	1255	1579	79	19	206	60	108	193	219	7	30	
87	1795	1215	1569	79	19	136	68	66	115	210	7	19	
88	1792	1255	1568	79	19	136	68	66	115	210	7	19	
89	1735	1175	1561	79	19	136	68	66	115	210	8	30	
90	1765	1215	1568	79	19	206	68	66	115	210	7	30	
91	1775	1415	1584	77	22	206	60	85	224	219	7	30	
92	1735	1395	1567	77	19	136	68	76	193	219	7	30	
93	1735	1355	1586	77	19	136	68	76	193	210	7	30	
94	1795	1375	1571	79	19	136	60	66	115	210	7	30	
95	1795	1418	1582	77	27	251	68	76	193	219	7	30	
96	1775	1375	1580	79	19	206	68	76	193	210	7	30	
97	1795	1414	1595	70	19	136	60	66	115	213	7	30	
98	1823	1465	1609	70	19	136	60	66	115	213	7	30	
99	1825	1375	1579	77	19	136	60	85	224	219	7	30	
100	1802	1375	1582	77	19	136	60	76	115	219	7	30	
