Generation	Max Fitness	Min Fitness	Avg Fitness	maxHp	hpRegen	baseDmg	critRate	critDmg	hitRate	dodgeRate	blockRate	blockPower
0	1395	180	899	37	36	174	49	32	184	170	84	30	
1	1375	240	962	37	36	174	49	32	184	170	84	30	
2	1525	542	1004	37	36	174	49	32	184	170	81	30	
3	1355	584	1018	245	245	174	49	32	184	170	81	30	
4	1375	631	1015	206	36	174	49	32	184	170	81	30	
5	1364	625	1060	167	148	229	91	120	226	253	29	86	
6	1375	714	1093	167	148	229	91	120	224	253	29	86	
7	1435	575	1130	167	148	229	91	120	224	253	29	86	
8	1415	535	1158	167	148	229	91	120	224	253	29	86	
9	1375	594	1166	167	148	229	47	92	224	253	29	86	
10	1405	874	1182	167	148	229	252	120	224	253	29	86	
11	1425	765	1194	167	148	229	91	120	224	253	29	86	
12	1455	895	1201	167	148	229	47	92	224	253	29	86	
13	1455	904	1207	167	148	229	47	92	224	253	29	86	
14	1445	953	1222	167	148	174	49	32	184	170	29	86	
15	1415	1045	1239	167	148	229	47	92	224	253	29	86	
16	1454	935	1253	144	51	184	25	105	224	253	29	86	
17	1465	1014	1257	144	51	184	25	105	224	253	29	86	
18	1503	975	1265	144	51	184	25	105	224	253	29	86	
19	1525	755	1262	144	51	184	25	105	224	253	29	86	
20	1515	945	1267	144	51	184	25	105	224	253	29	86	
21	1555	925	1266	144	51	229	25	105	224	253	29	86	
22	1524	895	1275	167	148	229	91	104	224	253	29	86	
23	1534	1034	1281	144	51	184	25	114	224	253	29	86	
24	1504	925	1298	144	51	229	25	105	224	253	29	86	
25	1505	1035	1291	144	51	184	25	104	224	253	29	86	
26	1485	1055	1293	167	51	184	25	105	224	253	29	86	
27	1525	1075	1315	144	51	184	25	104	224	253	29	86	
28	1535	1125	1319	144	51	184	25	114	224	253	29	86	
29	1534	1165	1317	167	51	184	25	105	224	253	29	86	
30	1525	1144	1316	144	148	229	25	105	224	253	106	86	
31	1525	1175	1316	144	151	133	141	130	136	240	29	86	
32	1485	1125	1336	167	51	224	91	120	224	253	19	52	
33	1505	1145	1337	144	51	172	25	114	224	243	29	86	
