Generation	Max Fitness	Min Fitness	Avg Fitness	maxHp	hpRegen	baseDmg	critRate	critDmg	hitRate	dodgeRate	blockRate	blockPower
0	1405	181	905	37	36	174	49	32	184	170	84	30	
1	1445	264	991	133	86	252	152	238	184	170	84	30	
2	1575	545	1026	37	36	174	49	105	55	170	84	30	
3	1585	628	1025	155	95	221	23	97	224	192	12	49	
4	1595	674	1064	133	86	252	152	18	224	249	7	30	
5	1554	654	1091	133	86	252	139	18	224	249	12	30	
6	1555	652	1103	133	126	217	151	60	224	249	7	30	
7	1504	655	1146	87	134	221	152	235	144	156	91	30	
8	1684	724	1189	41	80	116	0	18	224	252	123	49	
9	1685	724	1205	41	80	116	0	18	106	192	123	49	
10	1795	875	1247	133	71	120	4	104	224	252	26	30	
11	1755	865	1240	133	91	89	0	18	224	252	26	30	
12	1765	905	1243	208	95	221	151	60	224	252	26	30	
13	1675	844	1235	208	71	252	139	18	197	249	26	30	
14	1715	924	1238	90	95	120	0	41	144	209	7	30	
15	1735	834	1263	90	95	120	0	41	144	209	7	30	
16	1754	852	1273	90	95	120	0	41	144	209	7	30	
17	1725	945	1283	100	132	84	139	18	224	73	7	30	
18	1834	835	1294	179	102	221	151	18	224	249	12	30	
19	1615	845	1275	133	27	184	23	18	224	73	12	49	
20	1545	824	1259	133	132	84	64	60	216	249	12	49	
21	1595	925	1282	100	136	84	139	18	233	209	12	49	
22	1615	955	1264	137	132	84	64	60	224	73	51	43	
23	1595	902	1274	100	92	184	152	18	228	249	12	49	
24	1753	835	1309	100	27	89	139	104	208	249	12	43	
25	1595	815	1293	137	102	84	23	60	224	252	51	22	
26	1605	975	1295	137	27	221	160	18	106	209	7	22	
27	1678	935	1275	137	27	42	23	60	224	252	7	22	
28	1795	935	1277	100	27	84	23	18	224	209	12	30	
29	1898	944	1295	137	27	221	157	60	224	252	7	22	
30	1624	885	1268	137	27	252	151	18	224	170	7	22	
31	1555	885	1271	137	27	89	151	23	224	170	7	22	
32	1615	945	1302	208	27	42	139	60	224	252	7	49	
33	1595	965	1321	137	27	221	139	60	224	252	7	30	
34	1595	985	1355	100	142	84	139	60	224	252	51	30	
35	1675	964	1357	137	132	252	23	18	224	252	7	30	
36	1625	995	1374	90	27	42	151	18	224	252	7	30	
37	1645	1035	1368	100	142	93	23	60	224	252	7	30	
38	1643	1045	1385	100	142	252	157	60	224	252	7	30	
39	1794	1205	1402	133	27	252	23	18	208	252	7	49	
40	1775	1115	1417	137	27	252	23	18	208	252	7	49	
41	1665	1174	1403	100	27	184	23	18	224	170	7	49	
42	1675	1245	1423	100	27	252	23	18	224	170	7	49	
43	1625	1155	1416	137	96	252	139	18	224	209	7	30	
44	1715	1174	1412	100	27	252	157	18	208	192	7	49	
45	1703	1165	1453	100	27	182	23	18	224	209	7	49	
46	1885	1174	1455	100	27	93	139	18	224	209	7	30	
47	1755	1195	1485	208	27	221	23	41	224	209	7	43	
48	1675	1105	1446	100	27	252	23	18	208	209	7	30	
49	1715	1284	1479	100	27	252	23	18	208	192	7	30	
50	1685	1282	1472	100	27	252	23	18	224	170	7	49	
51	1695	1335	1485	100	27	221	23	18	224	209	7	30	
52	1755	1173	1479	100	27	221	139	18	224	170	7	30	
53	1705	1085	1473	100	102	184	23	18	216	209	7	30	
54	1714	1144	1468	100	27	184	139	41	208	192	7	43	
55	1695	1165	1484	100	27	252	151	18	224	209	7	49	
56	1725	1174	1475	100	27	182	23	18	224	209	7	30	
57	1714	995	1454	100	27	182	139	18	224	73	7	30	
58	1684	1054	1483	208	93	252	23	18	224	209	7	30	
59	1675	1205	1474	198	27	252	150	18	224	209	7	39	
60	1685	1085	1471	198	27	42	23	18	216	209	7	30	
61	1685	1035	1485	100	27	252	23	18	224	209	7	30	
62	1704	1225	1486	202	27	101	23	18	224	209	7	49	
63	1684	1174	1474	198	27	252	23	18	224	170	7	39	
64	1755	1164	1453	100	27	184	23	18	216	209	7	30	
65	1733	1164	1462	100	27	85	139	18	208	170	7	49	
66	1795	1172	1452	100	27	252	23	18	224	209	7	30	
67	1705	1125	1472	100	27	221	151	18	224	170	7	30	
68	1795	1184	1471	198	27	85	139	18	224	209	7	49	
69	1685	1215	1484	100	27	221	23	18	224	170	7	30	
70	1675	1225	1480	100	27	252	151	18	224	209	7	30	
71	1714	1175	1487	100	27	184	150	18	224	170	7	30	
72	1755	1174	1477	197	132	85	23	18	224	170	7	30	
73	1684	1285	1485	100	27	221	23	18	224	170	7	30	
74	1715	1265	1512	100	27	184	23	12	224	209	7	49	
75	1645	1255	1486	208	27	252	151	18	224	170	7	46	
76	1804	1265	1492	100	27	184	23	18	224	170	7	49	
77	1705	1305	1495	100	99	252	151	18	224	170	7	30	
78	1744	1212	1492	100	27	252	139	18	224	209	7	30	
79	1645	1253	1482	198	25	184	139	18	224	170	7	49	
80	1643	292	1462	100	27	221	151	18	224	164	7	30	
81	1675	1305	1491	100	93	221	151	18	224	192	7	30	
82	1645	1305	1493	92	27	221	23	18	224	192	7	49	
83	1735	1285	1494	215	27	221	23	18	224	170	16	30	
84	1745	1265	1496	205	27	246	23	12	224	170	7	46	
85	1714	1215	1485	215	27	252	151	18	224	192	7	30	
86	1675	1355	1505	92	27	221	23	18	224	192	7	30	
87	1734	1355	1515	92	27	221	23	18	224	192	7	29	
88	1715	1354	1523	197	27	252	23	12	224	169	7	30	
89	1675	334	1505	100	27	216	23	12	224	170	7	30	
90	1685	1284	1517	215	27	85	23	18	224	170	4	29	
91	1755	1345	1521	198	27	216	139	12	224	170	7	30	
92	1675	1325	1510	197	25	252	23	12	224	192	7	49	
93	1715	1325	1506	197	25	221	139	18	230	192	7	30	
94	1714	1345	1533	100	27	221	23	18	224	170	7	30	
95	1685	1295	1517	197	27	252	151	18	224	170	7	30	
96	1734	1365	1517	215	27	252	23	18	224	209	1	30	
97	1683	1324	1518	215	27	252	23	18	224	209	1	30	
98	1675	1304	1512	92	27	252	23	18	224	170	7	30	
99	1645	1354	1495	208	27	221	139	18	230	170	4	30	
100	1675	1325	1500	197	27	252	23	18	224	170	4	30	
