Generation	Max Fitness	Min Fitness	Avg Fitness	maxHp	hpRegen	baseDmg	critRate	critDmg	hitRate	dodgeRate	blockRate	blockPower
61	2134	1135	1630	44	88	99	80	11	141	246	19	26	
62	2131	835	1631	33	17	131	80	12	188	250	9	26	
63	2134	1106	1646	33	17	131	80	12	188	250	9	26	
64	2135	825	1688	33	17	99	80	11	141	246	9	26	
65	2162	1083	1706	44	17	131	76	10	176	250	23	20	
66	2133	1095	1722	44	17	131	76	10	176	250	23	20	
67	2132	1104	1750	44	187	131	76	10	176	250	23	20	
68	2164	1084	1744	37	17	131	75	13	188	250	9	20	
69	2161	1135	1725	37	17	131	80	13	188	250	9	20	
70	2133	1104	1731	33	17	131	60	13	188	250	11	26	
71	2124	923	1717	44	187	99	80	13	188	250	19	16	
72	2166	653	1720	44	17	99	76	9	188	250	9	20	
73	2164	1055	1762	193	110	227	80	13	188	250	9	16	
74	2165	925	1735	33	10	99	60	13	188	250	9	26	
75	2183	1134	1771	33	10	131	76	16	188	250	9	26	
76	2182	873	1774	33	10	131	95	16	188	250	9	26	
77	2145	1075	1755	44	31	93	75	13	188	250	9	26	
78	2160	985	1777	44	10	99	100	13	188	250	19	16	
79	2181	975	1746	28	10	131	80	12	188	250	9	26	
80	2182	1144	1772	28	10	131	80	12	188	250	9	26	
81	2163	1125	1806	61	17	93	93	11	188	250	18	26	
82	2165	1105	1788	44	13	99	75	12	188	250	9	20	
83	2185	1144	1850	44	17	227	100	10	188	250	9	20	
84	2184	1104	1853	44	13	99	75	13	188	250	9	20	
85	2173	1195	1908	44	13	99	75	13	188	250	9	20	
86	2163	1085	1917	44	10	131	75	12	188	250	9	20	
87	2165	1255	1928	44	17	93	75	12	188	250	9	24	
88	2203	1374	1925	44	10	163	75	12	188	250	9	20	
89	2251	1373	1925	44	213	131	93	10	188	56	9	20	
90	2202	1085	1901	44	8	99	76	15	188	246	11	32	
91	2175	1215	1891	44	8	99	76	15	188	185	11	32	
92	2166	1165	1910	44	8	123	57	10	177	250	23	32	
93	2165	1215	1902	44	8	99	76	12	188	250	9	26	
94	2183	1255	1911	44	8	99	75	12	188	246	9	32	
95	2165	1105	1920	44	8	99	76	12	188	250	9	26	
96	2174	1105	1888	44	8	123	75	10	188	185	9	26	
97	2164	934	1902	44	8	99	80	13	188	250	9	26	
98	2165	1225	1949	44	8	99	80	13	188	250	9	26	
99	2203	1055	1906	44	8	99	76	8	188	246	9	20	
100	2164	1365	1947	44	13	99	80	13	188	250	9	26	
