Generation	Max Fitness	Min Fitness	Avg Fitness	maxHp	hpRegen	baseDmg	critRate	critDmg	hitRate	dodgeRate	blockRate	blockPower
0	1485	401	936	209	43	248	154	137	219	4	24	17	
1	1405	594	965	209	43	109	205	67	40	4	24	17	
2	1415	492	1011	5	117	218	154	137	219	91	37	70	
3	1435	514	1033	147	251	235	166	57	232	132	64	81	
4	1414	514	1055	114	127	45	207	103	124	243	64	81	
5	1525	407	1046	147	18	209	241	127	216	132	46	7	
6	1485	575	1091	147	18	235	174	245	232	186	66	41	
7	1545	495	1123	45	18	137	21	103	232	243	46	7	
8	1774	735	1175	45	18	137	21	103	232	243	64	7	
9	1735	724	1195	246	18	137	21	103	232	243	64	7	
10	1594	746	1189	147	18	235	211	57	232	243	46	41	
11	1554	615	1186	241	18	235	48	57	232	14	64	35	
12	1415	615	1169	246	18	235	207	108	232	50	64	89	
13	1463	805	1180	158	129	137	178	57	203	81	64	35	
14	1443	755	1165	246	18	235	207	108	232	243	43	29	
15	1503	855	1175	91	18	76	166	57	203	243	43	29	
16	1575	815	1178	91	18	76	166	57	203	243	43	29	
17	1534	764	1153	91	18	76	166	57	203	243	43	29	
18	1445	705	1144	147	106	246	204	228	203	34	43	81	
19	1435	875	1155	241	248	76	166	103	203	132	64	81	
20	1395	925	1154	91	106	211	204	57	203	253	64	81	
21	1395	895	1171	246	18	182	166	228	203	34	64	35	
22	1415	945	1188	147	93	137	161	100	232	14	64	35	
23	1414	865	1187	246	18	182	166	57	232	14	64	35	
24	1414	874	1165	147	129	235	21	57	203	253	64	81	
25	1465	865	1165	147	129	235	178	228	203	253	64	81	
26	1444	864	1153	246	18	137	103	57	124	14	64	35	
27	1435	814	1167	248	96	148	204	57	110	186	64	7	
28	1445	915	1174	147	18	235	166	57	124	34	64	29	
29	1435	965	1182	147	106	137	97	57	232	186	43	81	
30	1485	915	1176	153	126	137	103	57	124	132	64	35	
31	1435	905	1173	248	96	76	103	57	232	14	64	7	
32	1395	924	1168	147	106	235	178	228	110	253	64	83	
33	1405	865	1189	147	129	182	21	100	181	14	64	35	
34	1415	975	1183	246	18	235	204	57	124	34	64	35	
35	1375	953	1186	92	18	137	103	57	232	186	43	35	
36	1445	975	1191	92	18	137	166	57	232	186	43	35	
