Generation	Max Fitness	Min Fitness	Avg Fitness	maxHp	hpRegen	baseDmg	critRate	critDmg	hitRate	dodgeRate	blockRate	blockPower
0	1374	181	902	155	18	84	219	18	224	192	12	49	
1	1375	262	952	72	140	30	219	18	224	192	12	49	
2	1394	270	949	225	71	206	20	163	226	253	106	76	
3	1315	442	959	225	71	206	235	31	188	253	106	76	
4	1335	474	1008	77	116	229	139	99	229	204	129	73	
5	1445	454	1029	134	51	183	66	94	193	234	51	76	
6	1435	444	1052	116	150	172	252	104	193	234	51	76	
7	1414	535	1065	144	8	205	128	15	103	204	129	22	
8	1444	544	1095	71	152	183	66	94	193	234	61	21	
9	1395	765	1133	144	95	216	21	41	111	253	106	76	
10	1625	774	1170	79	123	85	128	15	193	234	129	22	
11	1525	814	1167	225	71	206	68	175	68	253	106	72	
12	1614	835	1195	88	8	205	128	15	229	204	29	73	
13	1603	814	1226	88	8	205	128	111	161	18	12	49	
14	1573	745	1267	88	8	205	128	111	229	204	29	73	
15	1585	725	1294	77	18	206	165	175	226	204	29	73	
16	1664	795	1276	88	8	205	68	130	188	234	51	73	
17	1674	745	1280	77	104	85	161	99	68	116	51	73	
18	1525	945	1292	144	8	205	66	94	193	234	61	21	
19	1585	985	1307	77	104	85	161	94	222	253	61	21	
20	1684	965	1312	88	8	120	68	130	175	253	106	75	
21	1704	965	1341	225	71	193	68	130	226	253	106	21	
22	1705	989	1345	71	8	85	161	15	229	253	61	21	
23	1714	905	1326	71	8	85	161	15	229	253	61	21	
24	1715	962	1343	144	150	205	68	130	175	253	106	21	
25	1795	905	1373	225	8	205	128	95	50	253	12	49	
26	1875	965	1392	64	8	120	68	21	188	234	12	73	
27	1865	925	1421	64	8	120	68	21	188	234	12	83	
28	1804	1095	1414	77	8	120	68	21	188	234	12	73	
29	1844	1125	1404	225	8	120	68	21	188	234	12	73	
30	1805	1185	1422	64	8	120	68	21	188	234	12	83	
31	1805	1175	1410	64	8	120	68	21	188	234	12	83	
32	1915	1174	1419	225	8	207	68	21	226	253	61	21	
33	1891	1075	1409	71	8	84	68	21	188	234	12	73	
34	1891	1075	1385	71	8	84	68	94	188	234	12	73	
35	1755	1071	1383	71	8	84	68	21	193	234	61	73	
36	1734	1125	1406	71	8	120	68	21	193	234	61	73	
37	1735	995	1386	71	106	123	77	94	229	234	51	21	
38	1713	1004	1389	71	8	120	68	21	193	234	61	73	
