Generation	Max Fitness	Min Fitness	Avg Fitness	maxHp	hpRegen	baseDmg	critRate	critDmg	hitRate	dodgeRate	blockRate	blockPower
91	2104	1083	1758	62	39	126	25	17	208	254	27	21	
92	2100	1255	1784	62	49	116	25	17	198	252	7	21	
93	2124	1224	1793	72	49	116	25	17	198	197	7	11	
94	2094	1355	1824	62	39	126	25	27	208	254	7	21	
95	2134	1175	1824	62	39	126	25	27	197	252	7	21	
96	2143	1394	1833	62	39	126	25	17	198	254	7	21	
97	2153	1224	1784	62	59	126	25	7	208	252	7	11	
98	2193	1435	1818	62	19	116	25	17	208	254	7	21	
99	2201	1345	1823	62	19	226	25	17	208	254	7	21	
100	2163	1395	1841	62	9	126	25	17	208	254	7	21	
