Generation	Max Fitness	Min Fitness	Avg Fitness	maxHp	hpRegen	baseDmg	critRate	critDmg	hitRate	dodgeRate	blockRate	blockPower
40	2234	1264	1611	30	54	253	59	82	205	28	1	18	
41	2275	1275	1640	70	3	216	20	82	205	28	1	18	
42	2185	1195	1662	102	197	253	26	82	184	251	111	18	
43	2084	467	1681	70	3	253	26	82	197	85	26	55	
44	2183	1195	1715	102	100	216	26	56	197	28	26	55	
45	2335	1245	1741	78	3	253	26	56	205	28	45	55	
46	2164	1285	1762	77	3	226	64	56	197	28	35	55	
47	2325	1355	1765	77	10	220	26	56	205	28	26	55	
48	2253	1364	1803	102	3	253	67	56	205	28	26	55	
49	2335	1365	1836	77	3	253	67	82	205	28	26	55	
50	2305	1475	1850	102	3	216	26	56	205	28	26	55	
51	2275	1405	1854	102	10	253	225	82	205	28	26	55	
52	2275	483	1873	102	197	253	26	56	211	28	26	55	
53	2375	402	1866	102	3	253	20	49	205	28	26	55	
54	2354	364	1848	102	10	253	26	56	184	28	26	55	
55	2354	453	1883	77	3	220	20	56	184	28	26	55	
56	2414	1555	1948	95	100	216	26	56	184	28	26	18	
57	2395	1495	1963	102	3	216	20	48	184	28	26	18	
58	2435	1575	1929	102	3	220	26	82	197	28	26	18	
59	2305	1575	1922	102	10	253	26	56	184	28	26	55	
60	2374	1615	1940	102	3	216	26	56	205	28	26	55	
61	2304	1615	1938	102	3	220	15	48	205	28	37	55	
62	2345	1375	1921	77	3	220	15	48	188	28	26	18	
63	2415	1524	1969	102	100	220	15	56	205	27	45	55	
64	2465	1515	1969	77	100	220	26	61	205	28	26	18	
65	2314	1545	2006	102	3	220	15	48	205	35	26	18	
66	2375	1515	1978	102	100	216	26	56	205	35	37	55	
67	2425	1575	1969	102	3	220	26	56	184	28	26	18	
68	2344	1495	1981	77	10	253	26	56	184	104	42	55	
69	2424	271	1951	102	3	220	26	48	211	25	26	18	
70	2494	273	1916	102	3	253	26	48	211	25	26	18	
71	2375	281	1922	102	10	220	26	61	211	25	26	18	
72	2374	1614	2004	102	8	220	23	56	184	28	26	18	
73	2345	1594	1996	102	3	217	26	48	205	28	26	18	
74	2353	1614	2031	102	1	220	64	56	205	28	26	55	
75	2425	1525	2027	102	14	216	15	56	205	28	37	25	
76	2394	1545	1999	77	10	220	64	48	205	28	37	18	
77	2365	1594	2035	79	3	220	26	48	205	28	37	18	
78	2393	1775	2094	102	3	220	64	64	205	33	26	18	
79	2634	1665	2092	102	10	220	26	56	205	28	37	18	
80	2355	1455	2060	102	3	216	36	58	205	35	37	18	
81	2494	1614	2063	95	252	220	170	56	184	28	26	18	
82	2605	1485	2105	102	3	220	23	56	184	28	26	18	
83	2445	1615	2140	95	10	216	26	56	205	28	26	13	
84	2374	442	2088	102	0	220	64	48	205	28	26	18	
85	2672	412	2078	102	10	220	26	56	205	27	26	18	
86	2514	421	2084	95	10	216	26	56	205	27	37	18	
87	2535	1624	2149	102	7	220	64	56	205	28	26	18	
88	2393	1715	2120	79	8	253	15	56	184	28	26	18	
89	2495	1625	2141	77	10	220	64	56	184	28	45	18	
90	2453	1785	2188	95	10	216	64	56	184	28	26	10	
91	2454	1715	2180	77	8	253	15	56	184	19	26	17	
92	2430	1685	2164	102	10	216	26	56	184	19	26	17	
93	2394	1785	2156	79	15	253	64	56	205	28	26	18	
94	2595	1655	2141	102	3	220	36	56	205	34	45	18	
95	2423	321	2096	95	7	216	26	56	205	28	26	18	
96	2555	1763	2135	102	10	220	26	56	205	27	26	10	
97	2535	1645	2138	102	7	220	64	58	205	28	26	18	
98	2455	1675	2161	79	8	220	64	56	205	28	26	18	
99	2415	1803	2163	109	10	216	26	58	205	28	26	18	
100	2484	1664	2137	79	3	220	15	56	205	27	26	18	
