Generation	Max Fitness	Min Fitness	Avg Fitness	maxHp	hpRegen	baseDmg	critRate	critDmg	hitRate	dodgeRate	blockRate	blockPower
0	1345	180	898	103	6	134	170	98	162	234	25	140	
1	1375	180	968	172	102	89	81	68	58	15	18	76	
2	1504	267	991	238	109	229	8	130	103	204	18	76	
3	1484	240	988	178	125	251	64	56	170	180	61	90	
4	1505	220	998	167	59	172	35	120	198	219	29	3	
5	1534	154	1028	167	59	231	91	120	170	219	29	3	
6	1534	435	1077	77	83	160	129	27	161	224	45	18	
7	1524	545	1068	167	59	231	53	18	156	219	29	3	
8	1645	545	1116	167	59	231	53	18	156	219	29	3	
9	1594	715	1151	167	159	231	53	18	156	219	29	3	
10	1534	705	1163	167	59	231	91	89	198	219	29	3	
11	1503	785	1177	107	215	253	66	89	199	219	29	3	
12	1545	785	1192	167	25	253	66	89	199	219	29	18	
13	1613	735	1217	167	59	231	91	89	198	219	29	3	
14	1615	685	1292	135	148	229	35	122	5	219	29	3	
15	1575	814	1277	178	59	172	91	164	198	197	29	18	
16	1675	815	1275	167	59	193	66	135	213	219	29	3	
17	1655	882	1300	167	59	231	91	89	194	219	29	3	
18	1575	1005	1333	167	25	211	91	89	194	219	29	3	
19	1554	965	1357	158	59	172	66	89	198	71	45	18	
20	1574	954	1358	167	25	172	66	56	194	219	45	18	
21	1684	995	1373	183	25	211	66	56	194	219	29	3	
22	1655	514	1355	107	25	211	91	89	152	205	29	3	
23	1685	583	1357	77	59	89	66	56	194	219	29	18	
24	1684	905	1361	167	59	89	66	56	194	219	29	18	
25	1554	995	1379	167	59	231	91	89	207	219	29	18	
26	1623	995	1370	107	59	248	66	89	198	252	29	3	
27	1605	965	1376	159	59	89	89	89	167	252	29	3	
28	1644	1025	1368	107	27	172	91	98	198	205	77	3	
29	1555	1082	1357	154	59	229	91	89	198	219	60	3	
30	1574	1055	1372	167	25	149	91	89	152	219	49	3	
31	1525	1014	1367	204	59	211	90	89	198	219	77	3	
32	1534	1165	1376	167	43	227	100	94	213	205	94	3	
33	1715	1074	1374	107	27	229	2	89	198	223	29	18	
34	1585	1014	1384	107	59	229	2	89	198	223	29	18	
35	1575	1135	1371	107	27	149	2	89	198	223	29	18	
36	1535	1075	1362	178	59	231	86	89	198	205	29	3	
37	1535	1025	1377	154	59	231	91	89	198	181	77	3	
38	1554	1105	1392	167	59	231	91	97	152	181	45	3	
39	1574	1235	1399	159	27	229	98	89	198	205	29	3	
40	1574	1235	1389	107	59	67	90	89	152	231	29	18	
41	1585	1235	1411	154	32	229	90	89	198	205	29	3	
42	1535	1215	1401	107	32	229	122	63	152	231	29	18	
