Generation	Max Fitness	Min Fitness	Avg Fitness	maxHp	hpRegen	baseDmg	critRate	critDmg	hitRate	dodgeRate	blockRate	blockPower
66	1625	1195	1434	179	71	206	69	32	166	170	17	18	
67	1615	1085	1414	77	71	252	49	28	184	170	9	18	
68	1605	1215	1427	176	71	252	49	26	184	170	17	18	
69	1615	1184	1435	176	68	206	69	65	166	170	17	18	
70	1625	1225	1438	77	68	229	49	59	247	238	9	18	
71	1615	1225	1436	77	68	206	69	32	247	238	9	18	
72	1614	1265	1423	77	71	206	69	59	247	179	51	18	
73	1625	1215	1416	77	68	229	69	28	184	238	51	18	
74	1645	1225	1417	77	68	229	69	59	184	238	9	18	
75	1642	1245	1419	77	68	229	69	28	184	154	51	18	
76	1623	1235	1425	77	68	206	49	65	166	154	51	18	
77	1615	1245	1439	175	71	206	49	59	166	238	45	18	
78	1614	1235	1441	175	71	206	49	26	166	161	91	18	
79	1675	1215	1435	77	68	229	69	52	166	170	91	18	
80	1684	1175	1435	77	68	225	49	59	166	238	45	18	
81	1655	1255	1458	37	71	206	67	52	166	238	45	18	
82	1595	1265	1431	77	71	243	69	26	247	186	9	18	
83	1645	1175	1444	77	71	206	49	65	184	238	17	18	
84	1684	1265	1446	37	68	206	69	28	166	161	45	18	
85	1605	1195	1428	37	68	206	69	59	184	238	45	18	
86	1685	1265	1437	37	68	206	69	28	184	170	18	18	
87	1675	1235	1429	37	68	206	69	59	166	238	45	18	
88	1645	1264	1421	37	68	206	65	65	166	238	45	18	
89	1615	1305	1439	77	68	252	69	59	184	161	17	18	
90	1594	1285	1436	176	71	206	71	28	166	238	9	16	
91	1625	1325	1447	176	71	252	65	59	184	170	45	16	
92	1615	1285	1446	175	71	206	71	28	166	170	45	16	
93	1625	1265	1454	77	71	206	65	26	166	170	45	73	
94	1705	1235	1460	77	68	206	69	59	184	238	9	16	
95	1775	1265	1455	72	68	225	49	26	166	238	18	18	
96	1675	1285	1446	72	71	206	69	28	166	170	18	18	
97	1664	1315	1463	77	68	225	49	26	166	238	45	8	
98	1615	1255	1455	176	71	206	71	28	166	238	9	16	
99	1685	1304	1464	175	71	206	49	59	184	238	17	7	
100	1615	1315	1487	176	71	206	69	26	166	238	45	16	
